LOAD_AREA_NAM,CUST_GROUP,Date,YEAR,EXPORT,IMPORT,NMI_COUNT,AGRICULTURE,MINING,MANUFACTURING,CONSTRUCTION,UTILITIES,HOSPITALITY,WHOLESALE_TRADE,RETAIL_TRADE,TRANSPORT,INFO_TELECOM,FINANCE,RENTALS,PROFESSIONALS,ADMINISTRATION,ART,OTHER_SERVICES,GOVERNMENT,EDUCATION,HEALTH,HOUSES,SWIS_GRP,SWIS_GRP_LESS_AGRICULTURE,Electricity,CPI_ALL_GROUPS,EXPORT_PER_NMI,IMPORT_PER_NMI
EASTERN GOLDFIELDS,LARGE COMMERCIAL,1/06/2018,2018,160999835.90,1077.10,505.00,23170.20,24930.80,49895.50,42611.10,16417.00,16592.20,30862.80,30941.00,25179.70,10974.10,43476.40,19708.80,50649.40,20468.50,5423.30,15317.80,39328.40,34628.90,56698.80,66567.80,649398.30,43397.60,2.80,2.09,318811.60,2.10
EASTERN GOLDFIELDS,LARGE COMMERCIAL,1/06/2019,2019,162388487.90,1540.80,508.00,24462.40,25021.90,51109.00,42755.00,16701.80,16883.70,31801.10,31091.70,25970.50,11082.10,44667.30,19706.80,51750.20,20778.30,5527.70,15818.70,39943.80,35443.00,59490.60,67534.60,665209.60,43072.10,3.00,2.12,319662.40,3.00
EASTERN GOLDFIELDS,OTHER,1/06/2008,2008,23861733.40,0.00,9766.00,19106.80,24488.20,47894.30,50636.70,14662.50,13808.60,25212.70,26785.90,17354.90,8249.30,33278.50,13530.10,40271.00,20062.90,3749.40,9520.40,28333.00,28584.20,28296.90,53288.80,522186.40,34182.00,1.34,1.74,2443.30,0.00
EASTERN GOLDFIELDS,OTHER,1/06/2009,2009,24164228.90,5.20,10055.00,22866.40,25732.60,48545.80,47578.40,14793.70,12658.20,25735.60,26737.00,17277.70,8266.00,33047.60,14890.40,41560.80,19745.90,4091.20,10258.10,29588.10,29750.20,30227.60,54362.70,532136.60,31496.20,1.47,1.77,2403.20,0.00
EASTERN GOLDFIELDS,OTHER,1/06/2010,2010,25297177.40,474.90,10210.00,17815.80,25524.60,49064.10,47378.70,15329.20,12618.10,26159.40,27160.30,17560.90,8661.90,32055.00,15271.40,43759.10,20519.90,4170.90,11117.90,29959.80,30255.20,32317.40,55615.00,542246.30,37799.10,1.82,1.83,2477.70,0.00
EASTERN GOLDFIELDS,OTHER,1/06/2011,2011,24950049.70,2145.60,10316.00,15664.40,25896.80,50811.70,46815.60,16810.50,14412.10,27674.60,27823.40,18838.20,8898.10,30963.10,15860.00,47689.90,22189.90,4300.00,12413.50,32581.50,30616.20,35197.40,57915.70,564477.30,42251.40,2.00,1.88,2418.60,0.20
EASTERN GOLDFIELDS,OTHER,1/06/2012,2012,26307445.30,6829.10,10459.00,19342.50,29171.50,50385.20,42269.30,17344.30,15647.50,30850.80,28984.40,20719.20,8633.70,33417.20,17669.70,52545.80,23075.80,4486.40,12976.90,33864.40,31238.70,38634.10,58620.10,590344.60,39277.60,2.10,1.90,2515.30,0.70
EASTERN GOLDFIELDS,OTHER,1/06/2013,2013,26695389.10,21734.00,10617.00,20806.60,30364.20,50168.80,43293.60,17382.80,16329.30,31538.20,30259.90,22439.10,8760.60,36029.40,20282.70,56512.80,24025.20,4553.90,12702.30,35814.20,32135.20,43172.00,58844.60,614592.00,38038.00,2.34,1.95,2514.40,2.00
EASTERN GOLDFIELDS,OTHER,1/06/2014,2014,25197151.60,42747.90,10749.00,24590.40,28064.30,52238.20,46062.20,17323.80,16376.40,30876.90,30752.50,23674.60,9305.70,39337.70,21073.20,54152.20,24624.30,4983.30,13444.90,36936.30,33147.80,46048.10,60881.60,633108.20,36291.20,2.44,2.02,2344.10,4.00
EASTERN GOLDFIELDS,OTHER,1/06/2015,2015,24104442.10,56249.20,10848.00,21600.30,26354.60,51080.00,45837.40,17844.60,16693.70,31167.70,30932.10,24132.30,10064.50,41621.60,20776.60,52877.70,23704.20,5304.10,14210.80,38508.70,33371.10,47477.10,62783.40,638290.20,41183.10,2.33,2.04,2222.00,5.20
EASTERN GOLDFIELDS,OTHER,1/06/2016,2016,22700261.80,94417.00,10951.00,23137.70,25115.30,48732.90,43708.30,17529.40,16504.40,31314.30,31068.20,25122.40,10719.30,39853.90,20765.40,51335.40,21862.30,5271.10,14146.60,40776.40,33584.90,49111.00,64293.00,636036.30,41155.30,2.47,2.05,2072.90,8.60
EASTERN GOLDFIELDS,OTHER,1/06/2017,2017,22263336.70,149750.00,11032.00,24192.40,24196.20,48289.40,41361.70,16385.10,16115.40,31414.30,31083.00,25648.40,10974.40,41746.00,20062.00,49151.00,20738.70,5293.00,14722.30,38929.80,34049.80,52604.40,65474.90,635420.60,41282.50,2.55,2.06,2018.10,13.60
EASTERN GOLDFIELDS,OTHER,1/06/2018,2018,22647873.40,169949.90,11113.00,23170.20,24930.80,49895.50,42611.10,16417.00,16592.20,30862.80,30941.00,25179.70,10974.10,43476.40,19708.80,50649.40,20468.50,5423.30,15317.80,39328.40,34628.90,56698.80,66567.80,649398.30,43397.60,2.80,2.09,2038.00,15.30
EASTERN GOLDFIELDS,OTHER,1/06/2019,2019,22153696.10,278735.00,11199.00,24462.40,25021.90,51109.00,42755.00,16701.80,16883.70,31801.10,31091.70,25970.50,11082.10,44667.30,19706.80,51750.20,20778.30,5527.70,15818.70,39943.80,35443.00,59490.60,67534.60,665209.60,43072.10,3.00,2.12,1978.20,24.90
EASTERN GOLDFIELDS,RESIDENTIAL,1/06/2008,2008,27993901.10,2136.90,47856.00,19106.80,24488.20,47894.30,50636.70,14662.50,13808.60,25212.70,26785.90,17354.90,8249.30,33278.50,13530.10,40271.00,20062.90,3749.40,9520.40,28333.00,28584.20,28296.90,53288.80,522186.40,34182.00,1.34,1.74,585.00,0.00
EASTERN GOLDFIELDS,RESIDENTIAL,1/06/2009,2009,28075153.60,6068.70,48699.00,22866.40,25732.60,48545.80,47578.40,14793.70,12658.20,25735.60,26737.00,17277.70,8266.00,33047.60,14890.40,41560.80,19745.90,4091.20,10258.10,29588.10,29750.20,30227.60,54362.70,532136.60,31496.20,1.47,1.77,576.50,0.10
EASTERN GOLDFIELDS,RESIDENTIAL,1/06/2010,2010,28199217.90,23978.70,49303.00,17815.80,25524.60,49064.10,47378.70,15329.20,12618.10,26159.40,27160.30,17560.90,8661.90,32055.00,15271.40,43759.10,20519.90,4170.90,11117.90,29959.80,30255.20,32317.40,55615.00,542246.30,37799.10,1.82,1.83,572.00,0.50
EASTERN GOLDFIELDS,RESIDENTIAL,1/06/2011,2011,26447932.30,143376.00,49811.00,15664.40,25896.80,50811.70,46815.60,16810.50,14412.10,27674.60,27823.40,18838.20,8898.10,30963.10,15860.00,47689.90,22189.90,4300.00,12413.50,32581.50,30616.20,35197.40,57915.70,564477.30,42251.40,2.00,1.88,531.00,2.90
EASTERN GOLDFIELDS,RESIDENTIAL,1/06/2012,2012,26583631.00,307830.70,50296.00,19342.50,29171.50,50385.20,42269.30,17344.30,15647.50,30850.80,28984.40,20719.20,8633.70,33417.20,17669.70,52545.80,23075.80,4486.40,12976.90,33864.40,31238.70,38634.10,58620.10,590344.60,39277.60,2.10,1.90,528.50,6.10
EASTERN GOLDFIELDS,RESIDENTIAL,1/06/2013,2013,26698936.40,406087.70,50726.00,20806.60,30364.20,50168.80,43293.60,17382.80,16329.30,31538.20,30259.90,22439.10,8760.60,36029.40,20282.70,56512.80,24025.20,4553.90,12702.30,35814.20,32135.20,43172.00,58844.60,614592.00,38038.00,2.34,1.95,526.30,8.00
EASTERN GOLDFIELDS,RESIDENTIAL,1/06/2014,2014,25556592.10,528256.70,51095.00,24590.40,28064.30,52238.20,46062.20,17323.80,16376.40,30876.90,30752.50,23674.60,9305.70,39337.70,21073.20,54152.20,24624.30,4983.30,13444.90,36936.30,33147.80,46048.10,60881.60,633108.20,36291.20,2.44,2.02,500.20,10.30
EASTERN GOLDFIELDS,RESIDENTIAL,1/06/2015,2015,26226696.10,650688.90,51467.00,21600.30,26354.60,51080.00,45837.40,17844.60,16693.70,31167.70,30932.10,24132.30,10064.50,41621.60,20776.60,52877.70,23704.20,5304.10,14210.80,38508.70,33371.10,47477.10,62783.40,638290.20,41183.10,2.33,2.04,509.60,12.60
EASTERN GOLDFIELDS,RESIDENTIAL,1/06/2016,2016,25927622.10,937610.30,51753.00,23137.70,25115.30,48732.90,43708.30,17529.40,16504.40,31314.30,31068.20,25122.40,10719.30,39853.90,20765.40,51335.40,21862.30,5271.10,14146.60,40776.40,33584.90,49111.00,64293.00,636036.30,41155.30,2.47,2.05,501.00,18.10
EASTERN GOLDFIELDS,RESIDENTIAL,1/06/2017,2017,24165919.90,1218954.30,51910.00,24192.40,24196.20,48289.40,41361.70,16385.10,16115.40,31414.30,31083.00,25648.40,10974.40,41746.00,20062.00,49151.00,20738.70,5293.00,14722.30,38929.80,34049.80,52604.40,65474.90,635420.60,41282.50,2.55,2.06,465.50,23.50
EASTERN GOLDFIELDS,RESIDENTIAL,1/06/2018,2018,23928892.20,1453076.50,52095.00,23170.20,24930.80,49895.50,42611.10,16417.00,16592.20,30862.80,30941.00,25179.70,10974.10,43476.40,19708.80,50649.40,20468.50,5423.30,15317.80,39328.40,34628.90,56698.80,66567.80,649398.30,43397.60,2.80,2.09,459.30,27.90
EASTERN GOLDFIELDS,RESIDENTIAL,1/06/2019,2019,24809593.30,1901130.90,52444.00,24462.40,25021.90,51109.00,42755.00,16701.80,16883.70,31801.10,31091.70,25970.50,11082.10,44667.30,19706.80,51750.20,20778.30,5527.70,15818.70,39943.80,35443.00,59490.60,67534.60,665209.60,43072.10,3.00,2.12,473.10,36.30
EASTERN GOLDFIELDS,SMALL COMMERCIAL,1/06/2008,2008,840068.20,0.00,418.00,19106.80,24488.20,47894.30,50636.70,14662.50,13808.60,25212.70,26785.90,17354.90,8249.30,33278.50,13530.10,40271.00,20062.90,3749.40,9520.40,28333.00,28584.20,28296.90,53288.80,522186.40,34182.00,1.34,1.74,2009.70,0.00
EASTERN GOLDFIELDS,SMALL COMMERCIAL,1/06/2009,2009,631439.70,0.00,420.00,22866.40,25732.60,48545.80,47578.40,14793.70,12658.20,25735.60,26737.00,17277.70,8266.00,33047.60,14890.40,41560.80,19745.90,4091.20,10258.10,29588.10,29750.20,30227.60,54362.70,532136.60,31496.20,1.47,1.77,1503.40,0.00
EASTERN GOLDFIELDS,SMALL COMMERCIAL,1/06/2010,2010,574378.70,0.00,420.00,17815.80,25524.60,49064.10,47378.70,15329.20,12618.10,26159.40,27160.30,17560.90,8661.90,32055.00,15271.40,43759.10,20519.90,4170.90,11117.90,29959.80,30255.20,32317.40,55615.00,542246.30,37799.10,1.82,1.83,1367.60,0.00
EASTERN GOLDFIELDS,SMALL COMMERCIAL,1/06/2011,2011,543282.00,0.00,423.00,15664.40,25896.80,50811.70,46815.60,16810.50,14412.10,27674.60,27823.40,18838.20,8898.10,30963.10,15860.00,47689.90,22189.90,4300.00,12413.50,32581.50,30616.20,35197.40,57915.70,564477.30,42251.40,2.00,1.88,1284.40,0.00
EASTERN GOLDFIELDS,SMALL COMMERCIAL,1/06/2012,2012,550101.50,0.00,424.00,19342.50,29171.50,50385.20,42269.30,17344.30,15647.50,30850.80,28984.40,20719.20,8633.70,33417.20,17669.70,52545.80,23075.80,4486.40,12976.90,33864.40,31238.70,38634.10,58620.10,590344.60,39277.60,2.10,1.90,1297.40,0.00
EASTERN GOLDFIELDS,SMALL COMMERCIAL,1/06/2013,2013,609508.10,0.00,424.00,20806.60,30364.20,50168.80,43293.60,17382.80,16329.30,31538.20,30259.90,22439.10,8760.60,36029.40,20282.70,56512.80,24025.20,4553.90,12702.30,35814.20,32135.20,43172.00,58844.60,614592.00,38038.00,2.34,1.95,1437.50,0.00
EASTERN GOLDFIELDS,SMALL COMMERCIAL,1/06/2014,2014,474071.70,0.00,424.00,24590.40,28064.30,52238.20,46062.20,17323.80,16376.40,30876.90,30752.50,23674.60,9305.70,39337.70,21073.20,54152.20,24624.30,4983.30,13444.90,36936.30,33147.80,46048.10,60881.60,633108.20,36291.20,2.44,2.02,1118.10,0.00
EASTERN GOLDFIELDS,SMALL COMMERCIAL,1/06/2015,2015,410642.30,0.00,424.00,21600.30,26354.60,51080.00,45837.40,17844.60,16693.70,31167.70,30932.10,24132.30,10064.50,41621.60,20776.60,52877.70,23704.20,5304.10,14210.80,38508.70,33371.10,47477.10,62783.40,638290.20,41183.10,2.33,2.04,968.50,0.00
EASTERN GOLDFIELDS,SMALL COMMERCIAL,1/06/2016,2016,369331.20,0.00,424.00,23137.70,25115.30,48732.90,43708.30,17529.40,16504.40,31314.30,31068.20,25122.40,10719.30,39853.90,20765.40,51335.40,21862.30,5271.10,14146.60,40776.40,33584.90,49111.00,64293.00,636036.30,41155.30,2.47,2.05,871.10,0.00
EASTERN GOLDFIELDS,SMALL COMMERCIAL,1/06/2017,2017,352792.50,0.00,419.00,24192.40,24196.20,48289.40,41361.70,16385.10,16115.40,31414.30,31083.00,25648.40,10974.40,41746.00,20062.00,49151.00,20738.70,5293.00,14722.30,38929.80,34049.80,52604.40,65474.90,635420.60,41282.50,2.55,2.06,842.00,0.00
EASTERN GOLDFIELDS,SMALL COMMERCIAL,1/06/2018,2018,391107.70,0.00,419.00,23170.20,24930.80,49895.50,42611.10,16417.00,16592.20,30862.80,30941.00,25179.70,10974.10,43476.40,19708.80,50649.40,20468.50,5423.30,15317.80,39328.40,34628.90,56698.80,66567.80,649398.30,43397.60,2.80,2.09,933.40,0.00
EASTERN GOLDFIELDS,SMALL COMMERCIAL,1/06/2019,2019,325891.50,0.00,416.00,24462.40,25021.90,51109.00,42755.00,16701.80,16883.70,31801.10,31091.70,25970.50,11082.10,44667.30,19706.80,51750.20,20778.30,5527.70,15818.70,39943.80,35443.00,59490.60,67534.60,665209.60,43072.10,3.00,2.12,783.40,0.00
GUILDFORD TERMINAL,LARGE COMMERCIAL,1/06/2008,2008,73917732.30,0.00,569.00,19106.80,24488.20,47894.30,50636.70,14662.50,13808.60,25212.70,26785.90,17354.90,8249.30,33278.50,13530.10,40271.00,20062.90,3749.40,9520.40,28333.00,28584.20,28296.90,53288.80,522186.40,34182.00,1.34,1.74,129908.10,0.00
GUILDFORD TERMINAL,LARGE COMMERCIAL,1/06/2009,2009,79304558.90,0.00,592.00,22866.40,25732.60,48545.80,47578.40,14793.70,12658.20,25735.60,26737.00,17277.70,8266.00,33047.60,14890.40,41560.80,19745.90,4091.20,10258.10,29588.10,29750.20,30227.60,54362.70,532136.60,31496.20,1.47,1.77,133960.40,0.00
GUILDFORD TERMINAL,LARGE COMMERCIAL,1/06/2010,2010,83753575.70,0.00,606.00,17815.80,25524.60,49064.10,47378.70,15329.20,12618.10,26159.40,27160.30,17560.90,8661.90,32055.00,15271.40,43759.10,20519.90,4170.90,11117.90,29959.80,30255.20,32317.40,55615.00,542246.30,37799.10,1.82,1.83,138207.20,0.00
GUILDFORD TERMINAL,LARGE COMMERCIAL,1/06/2011,2011,85195251.30,0.00,647.00,15664.40,25896.80,50811.70,46815.60,16810.50,14412.10,27674.60,27823.40,18838.20,8898.10,30963.10,15860.00,47689.90,22189.90,4300.00,12413.50,32581.50,30616.20,35197.40,57915.70,564477.30,42251.40,2.00,1.88,131677.40,0.00
GUILDFORD TERMINAL,LARGE COMMERCIAL,1/06/2012,2012,85999741.00,0.00,661.00,19342.50,29171.50,50385.20,42269.30,17344.30,15647.50,30850.80,28984.40,20719.20,8633.70,33417.20,17669.70,52545.80,23075.80,4486.40,12976.90,33864.40,31238.70,38634.10,58620.10,590344.60,39277.60,2.10,1.90,130105.50,0.00
GUILDFORD TERMINAL,LARGE COMMERCIAL,1/06/2013,2013,87822083.80,92.30,676.00,20806.60,30364.20,50168.80,43293.60,17382.80,16329.30,31538.20,30259.90,22439.10,8760.60,36029.40,20282.70,56512.80,24025.20,4553.90,12702.30,35814.20,32135.20,43172.00,58844.60,614592.00,38038.00,2.34,1.95,129914.30,0.10
GUILDFORD TERMINAL,LARGE COMMERCIAL,1/06/2014,2014,113519213.70,147.50,692.00,24590.40,28064.30,52238.20,46062.20,17323.80,16376.40,30876.90,30752.50,23674.60,9305.70,39337.70,21073.20,54152.20,24624.30,4983.30,13444.90,36936.30,33147.80,46048.10,60881.60,633108.20,36291.20,2.44,2.02,164045.10,0.20
GUILDFORD TERMINAL,LARGE COMMERCIAL,1/06/2015,2015,128426034.00,516.90,705.00,21600.30,26354.60,51080.00,45837.40,17844.60,16693.70,31167.70,30932.10,24132.30,10064.50,41621.60,20776.60,52877.70,23704.20,5304.10,14210.80,38508.70,33371.10,47477.10,62783.40,638290.20,41183.10,2.33,2.04,182164.60,0.70
GUILDFORD TERMINAL,LARGE COMMERCIAL,1/06/2016,2016,128156304.00,1632.20,719.00,23137.70,25115.30,48732.90,43708.30,17529.40,16504.40,31314.30,31068.20,25122.40,10719.30,39853.90,20765.40,51335.40,21862.30,5271.10,14146.60,40776.40,33584.90,49111.00,64293.00,636036.30,41155.30,2.47,2.05,178242.40,2.30
GUILDFORD TERMINAL,LARGE COMMERCIAL,1/06/2017,2017,127151491.60,10787.40,749.00,24192.40,24196.20,48289.40,41361.70,16385.10,16115.40,31414.30,31083.00,25648.40,10974.40,41746.00,20062.00,49151.00,20738.70,5293.00,14722.30,38929.80,34049.80,52604.40,65474.90,635420.60,41282.50,2.55,2.06,169761.70,14.40
GUILDFORD TERMINAL,LARGE COMMERCIAL,1/06/2018,2018,131310485.20,22558.70,769.00,23170.20,24930.80,49895.50,42611.10,16417.00,16592.20,30862.80,30941.00,25179.70,10974.10,43476.40,19708.80,50649.40,20468.50,5423.30,15317.80,39328.40,34628.90,56698.80,66567.80,649398.30,43397.60,2.80,2.09,170754.90,29.30
GUILDFORD TERMINAL,LARGE COMMERCIAL,1/06/2019,2019,124815546.80,38732.70,788.00,24462.40,25021.90,51109.00,42755.00,16701.80,16883.70,31801.10,31091.70,25970.50,11082.10,44667.30,19706.80,51750.20,20778.30,5527.70,15818.70,39943.80,35443.00,59490.60,67534.60,665209.60,43072.10,3.00,2.12,158395.40,49.20
GUILDFORD TERMINAL,OTHER,1/06/2008,2008,28419070.50,8233041.60,12785.00,19106.80,24488.20,47894.30,50636.70,14662.50,13808.60,25212.70,26785.90,17354.90,8249.30,33278.50,13530.10,40271.00,20062.90,3749.40,9520.40,28333.00,28584.20,28296.90,53288.80,522186.40,34182.00,1.34,1.74,2222.80,644.00
GUILDFORD TERMINAL,OTHER,1/06/2009,2009,28971239.80,9194314.80,13283.00,22866.40,25732.60,48545.80,47578.40,14793.70,12658.20,25735.60,26737.00,17277.70,8266.00,33047.60,14890.40,41560.80,19745.90,4091.20,10258.10,29588.10,29750.20,30227.60,54362.70,532136.60,31496.20,1.47,1.77,2181.10,692.20
GUILDFORD TERMINAL,OTHER,1/06/2010,2010,30292111.00,9858235.20,13651.00,17815.80,25524.60,49064.10,47378.70,15329.20,12618.10,26159.40,27160.30,17560.90,8661.90,32055.00,15271.40,43759.10,20519.90,4170.90,11117.90,29959.80,30255.20,32317.40,55615.00,542246.30,37799.10,1.82,1.83,2219.00,722.20
GUILDFORD TERMINAL,OTHER,1/06/2011,2011,30312288.60,9220491.00,13895.00,15664.40,25896.80,50811.70,46815.60,16810.50,14412.10,27674.60,27823.40,18838.20,8898.10,30963.10,15860.00,47689.90,22189.90,4300.00,12413.50,32581.50,30616.20,35197.40,57915.70,564477.30,42251.40,2.00,1.88,2181.50,663.60
GUILDFORD TERMINAL,OTHER,1/06/2012,2012,31204440.60,9060313.60,14077.00,19342.50,29171.50,50385.20,42269.30,17344.30,15647.50,30850.80,28984.40,20719.20,8633.70,33417.20,17669.70,52545.80,23075.80,4486.40,12976.90,33864.40,31238.70,38634.10,58620.10,590344.60,39277.60,2.10,1.90,2216.70,643.60
GUILDFORD TERMINAL,OTHER,1/06/2013,2013,32418410.40,9832547.70,14316.00,20806.60,30364.20,50168.80,43293.60,17382.80,16329.30,31538.20,30259.90,22439.10,8760.60,36029.40,20282.70,56512.80,24025.20,4553.90,12702.30,35814.20,32135.20,43172.00,58844.60,614592.00,38038.00,2.34,1.95,2264.50,686.80
GUILDFORD TERMINAL,OTHER,1/06/2014,2014,31858067.20,9421166.20,14564.00,24590.40,28064.30,52238.20,46062.20,17323.80,16376.40,30876.90,30752.50,23674.60,9305.70,39337.70,21073.20,54152.20,24624.30,4983.30,13444.90,36936.30,33147.80,46048.10,60881.60,633108.20,36291.20,2.44,2.02,2187.50,646.90
GUILDFORD TERMINAL,OTHER,1/06/2015,2015,31481713.90,7378058.00,14771.00,21600.30,26354.60,51080.00,45837.40,17844.60,16693.70,31167.70,30932.10,24132.30,10064.50,41621.60,20776.60,52877.70,23704.20,5304.10,14210.80,38508.70,33371.10,47477.10,62783.40,638290.20,41183.10,2.33,2.04,2131.30,499.50
GUILDFORD TERMINAL,OTHER,1/06/2016,2016,31005740.20,8852573.30,15020.00,23137.70,25115.30,48732.90,43708.30,17529.40,16504.40,31314.30,31068.20,25122.40,10719.30,39853.90,20765.40,51335.40,21862.30,5271.10,14146.60,40776.40,33584.90,49111.00,64293.00,636036.30,41155.30,2.47,2.05,2064.30,589.40
GUILDFORD TERMINAL,OTHER,1/06/2017,2017,29906741.30,9480422.40,15370.00,24192.40,24196.20,48289.40,41361.70,16385.10,16115.40,31414.30,31083.00,25648.40,10974.40,41746.00,20062.00,49151.00,20738.70,5293.00,14722.30,38929.80,34049.80,52604.40,65474.90,635420.60,41282.50,2.55,2.06,1945.80,616.80
GUILDFORD TERMINAL,OTHER,1/06/2018,2018,30085517.10,9707172.00,15770.00,23170.20,24930.80,49895.50,42611.10,16417.00,16592.20,30862.80,30941.00,25179.70,10974.10,43476.40,19708.80,50649.40,20468.50,5423.30,15317.80,39328.40,34628.90,56698.80,66567.80,649398.30,43397.60,2.80,2.09,1907.80,615.50
GUILDFORD TERMINAL,OTHER,1/06/2019,2019,29801589.60,8226610.90,16009.00,24462.40,25021.90,51109.00,42755.00,16701.80,16883.70,31801.10,31091.70,25970.50,11082.10,44667.30,19706.80,51750.20,20778.30,5527.70,15818.70,39943.80,35443.00,59490.60,67534.60,665209.60,43072.10,3.00,2.12,1861.60,513.90
GUILDFORD TERMINAL,RESIDENTIAL,1/06/2008,2008,77256463.30,12776.10,129144.00,19106.80,24488.20,47894.30,50636.70,14662.50,13808.60,25212.70,26785.90,17354.90,8249.30,33278.50,13530.10,40271.00,20062.90,3749.40,9520.40,28333.00,28584.20,28296.90,53288.80,522186.40,34182.00,1.34,1.74,598.20,0.10
GUILDFORD TERMINAL,RESIDENTIAL,1/06/2009,2009,78410503.40,81846.60,131698.00,22866.40,25732.60,48545.80,47578.40,14793.70,12658.20,25735.60,26737.00,17277.70,8266.00,33047.60,14890.40,41560.80,19745.90,4091.20,10258.10,29588.10,29750.20,30227.60,54362.70,532136.60,31496.20,1.47,1.77,595.40,0.60
GUILDFORD TERMINAL,RESIDENTIAL,1/06/2010,2010,78327487.30,339361.10,134217.00,17815.80,25524.60,49064.10,47378.70,15329.20,12618.10,26159.40,27160.30,17560.90,8661.90,32055.00,15271.40,43759.10,20519.90,4170.90,11117.90,29959.80,30255.20,32317.40,55615.00,542246.30,37799.10,1.82,1.83,583.60,2.50
GUILDFORD TERMINAL,RESIDENTIAL,1/06/2011,2011,76277371.60,1103314.80,136626.00,15664.40,25896.80,50811.70,46815.60,16810.50,14412.10,27674.60,27823.40,18838.20,8898.10,30963.10,15860.00,47689.90,22189.90,4300.00,12413.50,32581.50,30616.20,35197.40,57915.70,564477.30,42251.40,2.00,1.88,558.30,8.10
GUILDFORD TERMINAL,RESIDENTIAL,1/06/2012,2012,73400227.00,2253269.30,138323.00,19342.50,29171.50,50385.20,42269.30,17344.30,15647.50,30850.80,28984.40,20719.20,8633.70,33417.20,17669.70,52545.80,23075.80,4486.40,12976.90,33864.40,31238.70,38634.10,58620.10,590344.60,39277.60,2.10,1.90,530.60,16.30
GUILDFORD TERMINAL,RESIDENTIAL,1/06/2013,2013,74841787.50,3009364.20,140390.00,20806.60,30364.20,50168.80,43293.60,17382.80,16329.30,31538.20,30259.90,22439.10,8760.60,36029.40,20282.70,56512.80,24025.20,4553.90,12702.30,35814.20,32135.20,43172.00,58844.60,614592.00,38038.00,2.34,1.95,533.10,21.40
GUILDFORD TERMINAL,RESIDENTIAL,1/06/2014,2014,72807540.80,3818885.40,142949.00,24590.40,28064.30,52238.20,46062.20,17323.80,16376.40,30876.90,30752.50,23674.60,9305.70,39337.70,21073.20,54152.20,24624.30,4983.30,13444.90,36936.30,33147.80,46048.10,60881.60,633108.20,36291.20,2.44,2.02,509.30,26.70
GUILDFORD TERMINAL,RESIDENTIAL,1/06/2015,2015,72394958.80,4827798.00,145736.00,21600.30,26354.60,51080.00,45837.40,17844.60,16693.70,31167.70,30932.10,24132.30,10064.50,41621.60,20776.60,52877.70,23704.20,5304.10,14210.80,38508.70,33371.10,47477.10,62783.40,638290.20,41183.10,2.33,2.04,496.80,33.10
GUILDFORD TERMINAL,RESIDENTIAL,1/06/2016,2016,76620805.40,5543116.80,147814.00,23137.70,25115.30,48732.90,43708.30,17529.40,16504.40,31314.30,31068.20,25122.40,10719.30,39853.90,20765.40,51335.40,21862.30,5271.10,14146.60,40776.40,33584.90,49111.00,64293.00,636036.30,41155.30,2.47,2.05,518.40,37.50
GUILDFORD TERMINAL,RESIDENTIAL,1/06/2017,2017,69862949.20,7228211.30,150078.00,24192.40,24196.20,48289.40,41361.70,16385.10,16115.40,31414.30,31083.00,25648.40,10974.40,41746.00,20062.00,49151.00,20738.70,5293.00,14722.30,38929.80,34049.80,52604.40,65474.90,635420.60,41282.50,2.55,2.06,465.50,48.20
GUILDFORD TERMINAL,RESIDENTIAL,1/06/2018,2018,68814387.50,8917379.50,152439.00,23170.20,24930.80,49895.50,42611.10,16417.00,16592.20,30862.80,30941.00,25179.70,10974.10,43476.40,19708.80,50649.40,20468.50,5423.30,15317.80,39328.40,34628.90,56698.80,66567.80,649398.30,43397.60,2.80,2.09,451.40,58.50
GUILDFORD TERMINAL,RESIDENTIAL,1/06/2019,2019,67827957.60,11865461.30,154158.00,24462.40,25021.90,51109.00,42755.00,16701.80,16883.70,31801.10,31091.70,25970.50,11082.10,44667.30,19706.80,51750.20,20778.30,5527.70,15818.70,39943.80,35443.00,59490.60,67534.60,665209.60,43072.10,3.00,2.12,440.00,77.00
GUILDFORD TERMINAL,SMALL COMMERCIAL,1/06/2008,2008,976767.60,0.00,676.00,19106.80,24488.20,47894.30,50636.70,14662.50,13808.60,25212.70,26785.90,17354.90,8249.30,33278.50,13530.10,40271.00,20062.90,3749.40,9520.40,28333.00,28584.20,28296.90,53288.80,522186.40,34182.00,1.34,1.74,1444.90,0.00
GUILDFORD TERMINAL,SMALL COMMERCIAL,1/06/2009,2009,1019611.60,0.00,676.00,22866.40,25732.60,48545.80,47578.40,14793.70,12658.20,25735.60,26737.00,17277.70,8266.00,33047.60,14890.40,41560.80,19745.90,4091.20,10258.10,29588.10,29750.20,30227.60,54362.70,532136.60,31496.20,1.47,1.77,1508.30,0.00
GUILDFORD TERMINAL,SMALL COMMERCIAL,1/06/2010,2010,973821.90,0.00,676.00,17815.80,25524.60,49064.10,47378.70,15329.20,12618.10,26159.40,27160.30,17560.90,8661.90,32055.00,15271.40,43759.10,20519.90,4170.90,11117.90,29959.80,30255.20,32317.40,55615.00,542246.30,37799.10,1.82,1.83,1440.60,0.00
